"评论编号","评论用户","评论微博","评论内容","sentiment"
"4170","暂时就用着这个名字先","843","这个登陆微信之机 具体到底是什么鸡 不说出来我们很难防的[微笑]","0"
"4171","找爱熊小二","843","他怎么知道密码的呢","1"
"4172","Dr晒黑了","843","智商感人……","0"
"4173","蓝鲸市关爱迪丽热巴办公室","843","……","0"
"4174","孟土豆","844","[热评]伤者孟国霞；性别：女；年龄32岁；四川剑阁人，于1月14日中午在朋友家因天然气爆炸致全身百分之八十重度烧伤，已转至重庆西南医院烧伤科重症监护室，1月17日上午做手术需要输入大量AB型血。恳请社会各界好心人帮帮忙！家属电话：袁女士：15883993769孟先生：15883592588 ​​​","0"
"4175","vesper83","844","[热评]回复","1"
"4176","靖靖的温温","844","[热评]回复","1"
"4177","迪迦说要有光于是便有了光a","844","[热评]回复","1"
"4178","印第安老斑点狗","844","[热评]回复","1"
"4179","草莓酸奶气泡糖","844","[热评]回复","1"
"4180","迪迦说要有光于是便有了光a","844","[热评]回复","1"
"4181","草莓酸奶气泡糖","844","[热评]回复","1"
"4182","quEsswi_","844","[热评]回复","1"
"4183","JoyceFong_","844","[热评]回复","1"
"4184","Epochhy","844","[热评]回复","1"
"4185","blue洛子是只猹","844","[热评]回复","1"
"4186","日光美少女儿","844","[热评]回复","1"
"4187","盛夏的果实灬丶","844","好看！想带！！！","2"
"4188","草莓小豆雨","844","太调皮了…","2"
"4189","吃了这口麻糬仔","844","太调皮了…","2"
"4190","大葵娇娇丞","844","太调皮了…","2"
"4191","D-cAnZ","844","太调皮了…","2"
"4192","好心市民叶先生","844","太调皮了…","2"
"4193","宸昭","844","太调皮了…","2"
"4194","老汉老汉姚老汉","844","[跪了][跪了][跪了][跪了]","2"
"4195","酥梨在吗","844","[跪了][跪了][跪了][跪了]","2"
"4196","Cherry不想长大不想长大","844","新款手镯 心动不如行动[doge]","2"
"4197","纤宁1116","844","新款手镯 心动不如行动[doge]","2"
"4198","22333桃之妖妖","844","现在的官方都这么皮么","2"
"4199","这不是要你帮我想嘛","844","现在的官方都这么皮么","2"
"4200","海和岛屿lx","844","现在的官方都这么皮么","2"
"4201","vip地球汪汪","844","现在的官方都这么皮么","2"
"4202","捏捏吉","844","现在的官方都这么皮么","2"
"4203","加减乘除的里老师","844","现在的官方都这么皮么","2"
"4204","加减乘除的里老师","844","现在的官方都这么皮么","2"
"4205","加减乘除的里老师","844","现在的官方都这么皮么","2"
"4206","加减乘除的里老师","844","现在的官方都这么皮么","2"
"4207","可爱又迷人的正派角色本人","844","有没有警察哥哥拷我惹，我可以[污]","2"
"4208","猫顿","844","有没有警察哥哥拷我惹，我可以[污]","2"
"4209","本人略萌","844","有没有警察哥哥拷我惹，我可以[污]","2"
"4210","林千儿_","844","有没有警察哥哥拷我惹，我可以[污]","2"
"4211","源源先森","844","有没有警察哥哥拷我惹，我可以[污]","2"
"4212","谧me27","844","哈哈哈这操作[嘻嘻][嘻嘻][嘻嘻]","2"
"4213","小唐三角羊咩咩","844","呵呵","0"
"4214","YR暖乔浅蔚","844","呵呵","0"
"4215","天庭灯","844","第一个带的人，是不是很激动呀[汗]","2"
"4216","不愿透露姓名的张岩先生","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4217","幼稚园杀手代号零零柒","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4218","WjqHS","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4219","浮云一朵91484","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4220","岩少艾","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4221","Ares它爹","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4222","Yinnilee","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4223","超甜浆果","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4224","沙家帮扛把子李达康","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4225","老何的candy","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4226","Letter-JX","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4227","可爱的大个er","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4228","有期可待","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4229","AwnO3O","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4230","飞在弦上","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4231","王大鱼C全球粉丝后援会会长","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4232","横竖撇纳木林森","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4233","大汪_汪","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4234","-花时","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4235","苍耳先生0201","844","你看着手铐 干干巴巴的 麻麻赖赖的 盘他！","2"
"4236","Dontscrewup","844","有点好看怎么回事","2"
"4237","苍耳先生0201","844","有点好看怎么回事","2"
"4238","山中有只妖","844","有点好看怎么回事","2"
"4239","愿尔百岁又无忧","844","转发抽奖[doge][doge][doge]，这次我不要中奖了","0"
"4240","苍耳先生0201","844","转发抽奖[doge][doge][doge]，这次我不要中奖了","0"
"4241","Clefs万能琨儿_","844","转发抽奖[doge][doge][doge]，这次我不要中奖了","0"
"4242","歪酱冲鸭","844","转发抽奖[doge][doge][doge]，这次我不要中奖了","0"
"4243","一匕山白","844","转发抽奖[doge][doge][doge]，这次我不要中奖了","0"
"4244","拈花酱","844","转发抽奖[doge][doge][doge]，这次我不要中奖了","0"
"4245","一匕山白","844","转发抽奖[doge][doge][doge]，这次我不要中奖了","0"
"4246","dawnddddw","844","转发抽奖[doge][doge][doge]，这次我不要中奖了","0"
"4247","嗜甜不跨线","844","啊哈哈哈哈这也流行玫瑰金","2"
"4248","山姆煎饼好吃","844","啊哈哈哈哈这也流行玫瑰金","2"
"4249","彳亍彳亍o_O","844","发个淘宝链接","2"
"4250","H-Liu663","844","发个淘宝链接","2"
"4251","西柚姑娘ion","844","发个淘宝链接","2"
"4252","_渝年","844","发个淘宝链接","2"
"4253","三水亏人","844","免费送货上门吗","2"
"4254","何宇茜兮","844","搞个限量版","2"
"4255","能看见我的心","844","搞个限量版","2"
"4256","温逼叉","844","搞个限量版","2"
"4257","我是月亮消灭你","844","正经点。[doge]","0"
"4258","LAL-艾玲","844","正经点。[doge]","0"
"4259","佳佳二嘟嘟","844","正经点。[doge]","0"
"4260","搁坞","844","1","1"
"4261","搁坞","844","好稀奇，好想拥有                   ——毛毛姐。","2"
"4262","llmlllllllll","844","好稀奇，好想拥有                   ——毛毛姐。","2"
"4263","图图的夏至","844","好稀奇，好想拥有                   ——毛毛姐。","2"
"4264","执子之手与子偕老06041","844","在哪里举报赌博网站？开设赌博网站的人 太嚣张了 用他的手机号天天联系我","0"
"4265","油缸米啦咕","844","这俩冬天很冻手啊","0"
"4266","叔叔叔叔李","844","好实在的一波抽奖[舔屏]","2"
"4267","要大杯可乐噢","844","好实在的一波抽奖[舔屏]","2"
"4268","陈忆浓","844","好实在的一波抽奖[舔屏]","2"
"4269","宁城荒-","844","好实在的一波抽奖[舔屏]","2"
"4270","超楠圆滚滚","844","想笑","2"
"4271","春風過玉門","844","想笑","2"
"4272","M家的兔仔砸","844","戴起来会更舒适嘛[允悲][允悲]","2"
"4273","奏九_","844","戴起来会更舒适嘛[允悲][允悲]","2"
"4274","群魔乱舞958","844","戴起来会更舒适嘛[允悲][允悲]","2"
"4275","居一龙的小朱蹄","844","戴起来会更舒适嘛[允悲][允悲]","2"
"4276","ilvcku","844","戴起来会更舒适嘛[允悲][允悲]","2"
"4277","芸珮yp","844","[笑cry][笑cry][笑cry]","2"
"4278","布偶的第一次转生","844","中间链环看着太细，耐艹不","0"
"4279","洛阳-时光飞逝","844","中间链环看着太细，耐艹不","0"
"4280","-兔小若","844","中间链环看着太细，耐艹不","0"
"4281","陈欣颜","844","还买啥卡地亚啊，这个不就挺好的吗。什么价格","2"
"4282","九卿青青","844","还买啥卡地亚啊，这个不就挺好的吗。什么价格","2"
"4283","我有一把小刀","844","段子手 平安北京","2"
"4284","爱过你真的很快乐","844","我想先试试手感","2"
"4285","青壳纸","844","我想先试试手感","2"
"4286","一乔木不依一","844","我想先试试手感","2"
"4287","我与这世间","844","我想先试试手感","2"
"4288","郁翠子_","844","我想先试试手感","2"
"4289","喜喜梨呀","844","我想先试试手感","2"
"4290","谱大能刚的罗球儿","844","我觉得磨砂黑很美[污]但我很自觉守法，暂时不需要[握手][握手][握手]","0"
"4291","梦溪_singing_Rib","844","我觉得磨砂黑很美[污]但我很自觉守法，暂时不需要[握手][握手][握手]","0"
"4292","榛果仙女","844","评论笑死我了","2"
"4293","卡拉还行蛮OK","844","[中国赞][中国赞][中国赞]宝石蓝  曜石黑  炫光紫可以考虑","2"
"4294","月下结萝","844","[中国赞][中国赞][中国赞]宝石蓝  曜石黑  炫光紫可以考虑","2"
"4295","橘老师的朱百万呀","844","[中国赞][中国赞][中国赞]宝石蓝  曜石黑  炫光紫可以考虑","2"
"4296","晗晗家小黄","844","好看 想戴[doge]","2"
"4297","平安江苏","844","非常不欢迎您来体验[doge]","0"
"4298","阿健健健健健的小舔狗","844","非常不欢迎您来体验[doge]","0"
"4299","Zerio2015","844","非常不欢迎您来体验[doge]","0"
"4300","是哆啦酱呀","844","非常不欢迎您来体验[doge]","0"
"4301","好久不见哦呀","844","非常不欢迎您来体验[doge]","0"
"4302","慕流苏mio","844","非常不欢迎您来体验[doge]","0"
"4303","bemymer","844","非常不欢迎您来体验[doge]","0"
"4304","静茹Anna","844","非常不欢迎您来体验[doge]","0"
"4305","小贱贱饕餮","844","非常不欢迎您来体验[doge]","0"
"4306","阿頔今天精致了吗","844","非常不欢迎您来体验[doge]","0"
"4307","无毛猫有翅膀","844","非常不欢迎您来体验[doge]","0"
"4308","唐羽殷","844","非常不欢迎您来体验[doge]","0"
"4309","一个月亮啊___","844","不 我偏要盘 给我盘它！","2"
"4310","臭臭的chou","844","可以出彩虹款[doge]","2"
"4311","真的不是小僵尸哦","844","可以出彩虹款[doge]","2"
"4312","钟逸伦萨沙田田帅波的小迷妹IHJY","844","转发送吗[并不简单][偷乐]","2"
"4313","希望有一天你能记起我","844","前男友一定会需要的。","0"
"4314","马猴烧酒本烧酒","844","请问是转发参与抽奖么？","1"
"4315","道道izsc","844","请问是转发参与抽奖么？","1"
"4316","有两只耳朵","844","请问是转发参与抽奖么？","1"
"4317","Vicki-Amanda","844","请问是转发参与抽奖么？","1"
"4318","阿·雾","844","请问是转发参与抽奖么？","1"
"4319","ToJoyJourneys","844","盘","2"
"4320","爱吃萝卜的汉子","844","现在手铐也追求美感了？[挖鼻]","2"
"4321","中易水","844","现在手铐也追求美感了？[挖鼻]","2"
"4322","可妮兔的大胖熊","844","现在手铐也追求美感了？[挖鼻]","2"
"4323","Alston丶宿","844","我喜欢星空灰，等你们推出了我再来，爱你们哟","2"
"4324","金鱼酱紫好吗","844","我喜欢星空灰，等你们推出了我再来，爱你们哟","2"
"4325","泰勒斯什么时候娶我","844","我喜欢星空灰，等你们推出了我再来，爱你们哟","2"
"4326","章鱼吃掉了","844","我喜欢星空灰，等你们推出了我再来，爱你们哟","2"
"4327","卐逆流沙卍","844","我喜欢星空灰，等你们推出了我再来，爱你们哟","2"
"4328","我的小狗狗最可爱了","844","我喜欢星空灰，等你们推出了我再来，爱你们哟","2"
"4329","妹控万岁99","844","我喜欢星空灰，等你们推出了我再来，爱你们哟","2"
"4330","稔色_","844","我喜欢星空灰，等你们推出了我再来，爱你们哟","2"
"4331","三井团团","844","大过年的，我觉得应该出一款中国红","2"
"4332","旭日春天HorseManju","844","不送也转发一下。","2"
"4333","1995-08-20","844","不送也转发一下。","2"
"4334","橙味奶卷","844","这位兄弟可别皮","0"
"4335","hansmyboy","844","这位兄弟可别皮","0"
"4336","摄影师Plato","844","种种种草了？？[doge]","2"
"4337","许唯上Lolita","844","种种种草了？？[doge]","2"
"4338","林氏v","844","种种种草了？？[doge]","2"
"4339","前面那只妖兽","844","种种种草了？？[doge]","2"
"4340","可以叫我小潘","844","马上过年了，我觉得应该考虑出一个新款中国红，还可以再两旁各加一个中国结，让犯人即使在监狱里也也能感受到年味","2"
"4341","沙雕快落人生","844","马上过年了，我觉得应该考虑出一个新款中国红，还可以再两旁各加一个中国结，让犯人即使在监狱里也也能感受到年味","2"
"4342","月下结萝","844","马上过年了，我觉得应该考虑出一个新款中国红，还可以再两旁各加一个中国结，让犯人即使在监狱里也也能感受到年味","2"
"4343","黄伊庭华","844","“各位老铁们看一看啊，这是新推出的金手铐，喜欢的朋友们转发关注666双击点个赞。”","2"
