"评论编号","评论用户","评论微博","评论内容"
"1850","怀柔刘凯","792","走应急车道不是200，6分吗？"
"1851","昵称曲奇","792","应急车道希望全线监控！走应急通道的人太讨厌了！"
"1852","蓝鲸市关爱迪丽热巴办公室","792","应急车道希望全线监控！走应急通道的人太讨厌了！"
"1853","zf不倒翁","792","现在的人都这样了吗？事实就在眼前还说瞎话？"
"1854","jacky1653","792","机场高速查去！"
"1855","上天下地唯我独尊","792","走应急车道只罚200不罚分？怪不得那么多人走"
"1856","Z_齐乐堂","792","这个路口的那个电子眼就是摆设"
"1857","最终之战","792","就该往死了罚"
"1858","吴越春秋平天下","792","依法处理了吗？"
"1859","银嗝贝大王","792","依法处理了吗？"
"1860","蒋齐仕_软实力工场","792","那些地方才是摄像头发挥作用的地方！小区边上倒是该留些路边停车位，尤其是周末时，不必动辄贴条罚款。"
"1861","happy游泳猫","792","防患违反法规行为的最重要手段是重罚，不然警察辛苦效果不明显，不能让违法成本低屡禁不止来浪费甚至抵消公共治理和服务资源"
"1862","笑揽风云动_睥睨大国轻","792","道理都懂 然而违章还那么多，说明 有法不依 执法不严 违法不究 犯法成本低"
"1863","摄影魏俊峰","792","北京的道路，只要一堵车，看看在应急车道上的车基本上跑个不停，一看到监控就往车队里扎，本来就堵就更堵了，该加大力度了。"
"1864","从不回头看i","792","老话说这就叫不往人里走"
"1865","亮凯哥","792","老话说这就叫不往人里走"
"1866","7区warlord","792","驾照记12分[二哈]"
"1867","老田小清新9512","792","驾照记12分[二哈]"
"1868","三十字母","792","驾照记12分[二哈]"
"1869","静则与阴同德v动则与阳同波","792","驾照记12分[二哈]"
"1870","岁月无痕wdq","792","装傻充愣"
"1871","yefan_abcd","792","走应急车道不扣分了？"
"1872","天天在家hhht","792","这些缺德玩意儿"
"1873","紫竹听风1968","792","堵车啊堵车，怎么解决"
"1874","JohnXUH","792","明知故犯[摊手]"
"1875","闲人阿健A","792","车没收，驾照注销！"
"1876","lj5918","792","不给他治治，怎么时刻备急，个人素质低下，把它给能能的"
"1877","我有n个空箱子","792","G7箭亭桥附近天天有走紧急车道的，你们敢来差吗？"
"1878","大个儿的小博","792","如果十二分要是真的那就还真牛逼，服！"
"1879","炳臣哥","792","这条新闻已经发六次了"
"1880","老田小清新9512","792","这条新闻已经发六次了"
"1881","田龙同学_Kobe","792","看丹桥 科丰桥 天天下午6点开始有大货车 你们看不见？"
"1882","本地化的小文","793","看丹桥 科丰桥 天天下午6点开始有大货车 你们看不见？"
"1883","阿炸三代目","793","看丹桥 科丰桥 天天下午6点开始有大货车 你们看不见？"
"1884","平安北京","793","看丹桥 科丰桥 天天下午6点开始有大货车 你们看不见？"
"1885","郁闷假逍遥","793","看丹桥 科丰桥 天天下午6点开始有大货车 你们看不见？"
"1886","蝶翅微振","793","拘留已经OUT啦！放大锅里清蒸才是王道！[阴险]"
"1887","本地化的小文","793","拘留已经OUT啦！放大锅里清蒸才是王道！[阴险]"
"1888","CR400AF2019","793","盘他"
"1889","探索v求知","793","盘他"
"1890","四两博芊金OL","793","不严惩下回就抢飞机方向舵了"
"1891","-苏大大","793","标题……让人产生误解"
"1892","摄影师刘冠民","793","不不不，危害了其他车辆的安全，也是危害公共安全的"
"1893","一世浮生半世漂泊","793","看您这标题，还觉得这该是一种流行趋势了？"
"1894","金融徐霞客","793","这种没关系的 不涉及公共利益"
"1895","匪帮贰姑娘","794","今天放学回来的路上就给小🐌讲了毒品的问题"
"1896","新炮爷开办","794","今天放学回来的路上就给小🐌讲了毒品的问题"
"1897","吊铞哒","794","靠着朝阳群众过活？"
"1898","孤雁难安","794","警惕"
"1899","许垚R","794","，"
"1900","枯叶蝶toshiko","794","可怕"
"1901","圣轩轩","795","吴秀波犯了重婚罪，还把人家送监狱了？这不对，7年背叛婚姻和别人同居通奸，吴秀波应该进监狱，社会风气不正，他同居7年都不判，罪犯会更嚣张的包养小三，以后社会都是小三这行吗。"
"1902","三分钟热度桑","795","浪费纳税人的钱，办戏子家的家事！这么多民间借贷案都不见你们经侦办有所行动，呵呵！"
"1903","WOD2018","795","所谓吴秀波被敲诈勒索一案，是不是你局下属单位办的？现在此案已经成为社会新闻焦点，要求你局尽快公布立案依据及案情进展。"
"1904","-黄如意","795","吴秀波是你爷爷，他让你抓谁你就抓"
"1905","天生六块腹肌","795","我们南方下雪了，你羡慕不[笑而不语]"
"1906","云狗19","795","甘肃8岁女孩遭殴打致下体流血当地政府阻拦不让进京治疗，恳请大家帮忙转发，救救孩子。"
"1907","泉眼儿","795","麻烦看到私信回复一下吧，谢谢"
"1908","暗香盈袖812","795","早！气温还会下降吗"
"1909","HETV阿伟","795","互粉一下吧[作揖]"
"1910","少年者说","797","[热评]孩子成长需要重视"
"1911","自由的yuji","797","[热评]吴秀波的事情管管吧"
"1912","北漂柠檬哥","797","[热评]说过好多遍，不要单独留儿童在家[悲伤]"
"1913","znana666","797","我表妹有一次冲出家门又从阳台返回家睡大觉，给我找的呀，后来知道真相后哭笑不得[允悲]"
"1914","缥缈狂生","797","学国外，忽视应该负法律责任"
"1915","温饱型男","797","吴秀波的事情你们警察能管一下嘛？你们凭啥拘留一个有抑郁症的女孩？就因为吴秀波嘛？证据必须公开，让当事人亲口说，现在网络时代，不是你们警察说私下就把案子给办了，给结了，必须公开审理，公平，公正，不然全国的老百姓不会同意的。"
"1916","滴水无声YL","797","吴秀波这B坏的很呀，你也不管管"
"1917","LuckyDrawOrientation","797","我记得我5岁的时候一个人在家练琴，就练一个小时，但真的超级害怕。练完琴锁好门赶紧出去。家长真的千万不要留孩子一个人在家，即使你觉得他们足够大了、不用大人看着了，对他们来说心灵还很幼小、这就是虐待，只是那时候小，不懂，还以为自己不该害怕，害怕就是不听话不乖"
"1918","残心狂狼","797","请问赵部长，有没有公道呀"
"1919","王永辉Karl","797","我小时候钻草垛睡着了，爸妈发动所有的邻居找我，都开始找船下门口的池塘捞了… 后来那顿混合双打我是至今记忆犹新[允悲]"
"1920","Lanxhdk","797","有警惕心有耐心知道如何保护自己，以后能成大事"
"1921","Jing201905","797","我一个从小一个人在家过夜的孩子表示 一个人真的好害怕"
"1922","玄剑_fwb","797","这种情况可以取消监护人资格了"
"1923","老大楠-","797","父母去上班？把孩子丢家里？我怎么不信呢！"
"1924","娇娇sunbeam","797","父母把孩子一人丢家，实在不该。"
"1925","中枢诀","797","父母把孩子一人丢家，实在不该。"
"1926","淘宝优惠券快领券啊","797","[笑cry]"
"1927","青青河边云IV184","797","[笑cry]"
"1928","自由的yuji","797","吴秀波的事情管管吧"
"1929","peterwc-jiaxin","797","吴秀波让我给局长带话[爱你]"
"1930","白建军微博","797","小朋友智商真高"
"1931","腿毛离家出走","797","我弟小的时候有一次和邻居家小孩在床底下玩，然后两个小崽子在床底下睡着了[允悲]，两家人疯了似的到处找"
"1932","YD期货帝国","797","我弟小的时候有一次和邻居家小孩在床底下玩，然后两个小崽子在床底下睡着了[允悲]，两家人疯了似的到处找"
"1933","小知老师","797","我弟小的时候有一次和邻居家小孩在床底下玩，然后两个小崽子在床底下睡着了[允悲]，两家人疯了似的到处找"
"1934","wlazng","797","温暖"
"1935","抓狂辣妈","797","吴秀波都可以让人民警察替他抓人了？"
"1936","净初不爱吃米饭","797","现在的警察到底还有多少是清廉的，哎，很失望…不止是警察，身边就多的是…社会啊，钱这个东西真可怕，黑的也能变成白的"
"1937","净初不爱吃米饭","797","你们朝阳区警察收了吴秀波多少好处帮他设下这个局用来对付一个把青春喂狗的蠢笨女孩[二哈]我希望你们能够彻查一下是否存在这个事实，如果是真的我对警察真的很失望"
"1938","仓老师我不认识","797","感觉有一点点可爱[doge]"
"1939","北漂柠檬哥","797","说过好多遍，不要单独留儿童在家[悲伤]"
"1940","少年者说","797","孩子成长需要重视"
"1941","食医食治","797","不能留孩子一个人在家，太吓人了！"
"1942","你是人间四月天的楠","797","孩子吓坏了"
"1943","捅窗纸","797","[挖鼻]"
"1944","岑宛芹","797","[抱抱][抱抱][抱抱]万幸万幸[抱抱][抱抱]聪明[允悲][允悲]"
"1945","蓝鲸市关爱迪丽热巴办公室","797","[抱抱][抱抱][抱抱]万幸万幸[抱抱][抱抱]聪明[允悲][允悲]"
"1946","BbbbbbbLaaaan","797","父母出门不能留孩子一个人在家，太危险了"
"1947","lj5918","797","平时没少吓"
"1948","淄博律师","797","这孩子，太机智了"
"1949","自由水浩天","798","为什么没有关于曲玉权的报道呢？"
"1950","imX的星空笔记","798","[doge][doge][doge]片头太皿煮了"
"1951","商水交警","798","帅呆了，我们的特警[爱你]"
"1952","斯托克李","798","我只有一个要求，尽快武统，一国一制！"
"1953","lvy0001997","798","看不清脸[疑问][疑问][疑问][疑问]"
"1954","碧水沁雪","798","愿国泰民安，不要再有令人遗憾的事……"
"1955","韩朔终于可以改名了","798","能保护大二女生在自己家不被持刀伤害吗"
"1956","iMCoco_Makeup","798","简直MAN炸了！"
"1957","冥凌忆","798","酷炫"
"1958","蓝鲸市关爱迪丽热巴办公室","798","[笑cry]想到了一部于荣光的老电影"
"1959","吴越春秋平天下","799","市政赶紧装路灯去"
"1960","葫芦庙里的糊涂僧","799","市政赶紧装路灯去"
"1961","虫子忒恼儿","799","市政赶紧装路灯去"
"1962","爱渔乐鱼","799","该维修路灯啊"
"1963","满园疯猫关不住","799","骑车脑子：卧槽，我不会犯了啥事儿了吧？[笑cry]"
"1964","颠倒众生黑寡妇","799","吴秀波事件引起了广泛社会影响。请解释下，思聪说的吴秀波公安内部有人的传闻。"
"1965","今天预示明天","799","要求整顿吴秀波"
"1966","TTWO全国总经销商湖北区","799","吴秀波的事应该整顿一下"
"1967","我爱风叶飘飘","799","带他回家不就结了吗！"
"1968","YY钱多多ing","799","带他回家不就结了吗！"
"1969","彭不二","799","吴秀波的案子咋回事啊  闹得这么大"
"1970","-荼笙笙-","800","太真实了，我上次去拿快递然后他们把快递放那个旁边，离得最近那个烧了一个大洞…"
"1971","吃起来就饱","800","因为去年真的挺冷的，差点就入手。"
"1972","灵则6107971534","800","前段时间打小太阳，上铺的插排掉下来了差点把屋子都点了[允悲]"
"1973","风扇太冷要加冰","800","公权力就给吴秀波家开的吧[二哈] 他想抓谁抓谁 ，目无国法了[微笑][微笑] 牛逼"
"1974","lllllssszz","800","能不能给点信息。吴秀波的那事件？据说吴找关系？？"
"1975","蓝元昭","800","吴秀波在公安部找人，给人下套，你们知道不？这个领导是不是要严办？严重违纪"
"1976","小太阳_SUN","800","[doge]"
"1977","幻雪痕迹","800","你们能给大众科普下为啥某公安警告陈梦琳家属不能爆吴秀波的料么？是否涉嫌以权压人，为啥证据禁止向大众公布？那些贪官的不正当关系为啥不属于隐私，吴秀波的出轨事实可能还有下套诱骗女生留下话柄为啥就成了隐私？现在国民关注度如此高，公安警告不许家属爆料是站在什么立场？公平公正公开透明！"
"1978","阿炸三代目","800","我差点把自己给点着过"
"1979","Zoeyyy_","800","我差点把自己给点着过"
"1980","语不禅","800","小太阳几乎相当于明火啊！"
"1981","博弈人生HL","800","12年前跟他第一次回重庆老家，在那儿是第一次看到觉得很新奇，也第一次尝试了一下[允悲][允悲]回北京后还想着给父母扛回来一件，后来想到咱冬季供暖就放弃啦[允悲][允悲]"
